Close,High,Low,Open,Volume,Adj Close,Ticker,Log Returns,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
MMM,MMM,MMM,MMM,MMM,,,,AOS,AOS,AOS,AOS,AOS,ABT,ABT,ABT,ABT,ABT
95.71463775634766,97.67238478125218,95.5475227074352,97.29039040957241,4416708.0,95.71463775634766,MMM,-0.022811035680981393,,,,,,,,,,
94.69398498535156,96.31748011862037,94.15083384760581,95.98920830251568,4224272.0,94.69398498535156,MMM,-0.010720759721713847,,,,,,,,,,
95.38042449951172,95.66692308473907,94.86710818026457,95.44010535071925,3685235.0,95.38042449951172,MMM,0.007222881821019213,,,,,,,,,,
97.6664047241211,97.70221975603269,95.81013384114816,95.88772218430701,3758908.0,97.6664047241211,MMM,0.02368427486614172,,,,,,,,,,
96.46668243408203,97.88724724640245,96.25778321259156,97.79770967206458,2844806.0,96.46668243408203,MMM,-0.012359949361150029,,,,,,,,,,
95.94145202636719,96.92628923026363,95.51170428870417,96.92628923026363,2570443.0,95.94145202636719,MMM,-0.005459558285369106,,,,,,,,,,
95.86982727050781,98.11407284223151,95.17148851968255,96.83079873055843,3232788.0,95.86982727050781,MMM,-0.0007468253113266267,,,,,,,,,,
95.40428161621094,95.8161218863671,94.604466875891,94.9267804412834,2372266.0,95.40428161621094,MMM,-0.004867847261725023,,,,,,,,,,
95.29682159423828,96.35925800216793,95.12372649229327,96.03097531496017,2244653.0,95.29682159423828,MMM,-0.0011269995981938808,,,,,,,,,,
96.69354248046875,96.80097672415435,94.95664348816108,95.41622633410884,2810241.0,96.69354248046875,MMM,0.014550162808449684,,,,,,,,,,
96.65771484375,97.52914881350563,95.53559737383242,97.12327769594526,2501793.0,96.65771484375,MMM,-0.0003705963708187813,,,,,,,,,,
97.01583862304688,97.51123642517612,96.10858965780183,96.49058406243839,1910849.0,97.01583862304688,MMM,0.003698224987913259,,,,,,,,,,
99.0153579711914,99.07504970214396,96.77111227715017,97.4455852663074,2662057.0,99.0153579711914,MMM,0.020400719177598343,,,,,,,,,,
97.89918518066406,99.06905567260013,97.83352429309059,98.9317756185045,2685738.0,97.89918518066406,MMM,-0.011336742599176339,,,,,,,,,,
98.030517578125,98.05439426975562,96.57414831517008,97.66045064315297,4253335.0,98.030517578125,MMM,0.0013406075268959108,,,,,,,,,,
97.6664047241211,98.56768433799866,96.06081727923012,96.87853937796358,5012077.0,97.6664047241211,MMM,-0.003721195713097338,,,,,,,,,,
97.8514633178711,99.42123613439485,97.74402908716759,98.25136526573864,4275222.0,97.8514633178711,MMM,0.0018930100953552982,,,,,,,,,,
99.15859985351562,99.17650737146873,97.21876034639054,97.9290483212602,3198822.0,99.15859985351562,MMM,0.013269938558709372,,,,,,,,,,
96.87256622314453,98.61543365939049,96.87256622314453,98.33490437291591,4260032.0,96.87256622314453,MMM,-0.023324222493775925,,,,,,,,,,
98.13793182373047,98.25730436493629,96.03096671327839,96.76512036824069,2846121.0,98.13793182373047,MMM,0.012977592205488737,,,,,,,,,,
99.0451889038086,99.19440731604094,98.31103518703743,98.58559532272096,3115341.0,99.0451889038086,MMM,0.009202242859618926,,,,,,,,,,
98.3707504272461,98.97955167346691,98.03052931607505,98.94971669800756,2826866.0,98.3707504272461,MMM,-0.006832691450652829,,,,,,,,,,
99.4093017578125,99.43316755757733,98.33492684763249,98.6691787561599,2452398.0,99.4093017578125,MMM,0.01050218022220307,,,,,,,,,,
99.12278747558594,100.08375894226577,98.81839234017335,99.21829424056348,2184972.0,99.12278747558594,MMM,-0.002886329179760607,,,,,,,,,,
98.38863372802734,98.80645403969275,97.79176001724946,98.1140735638937,2479308.0,98.38863372802734,MMM,-0.0074340726646814894,,,,,,,,,,
98.9736099243164,99.16460172682955,98.24541419136276,98.72291548295446,2254580.0,98.9736099243164,MMM,0.005927961686120404,,,,,,,,,,
98.78437042236328,99.07865714760123,98.17777807519127,98.80839561795813,2027340.0,98.78437042236328,MMM,-0.00191385004421997,,,,,,,,,,
99.64322662353516,99.66725182424666,99.00660264628755,99.05465304771054,1932377.0,99.64322662353516,MMM,0.008656674548967654,,,,,,,,,,
99.66123962402344,100.06963513073616,99.29487725566565,99.63721442473425,2143232.0,99.66123962402344,MMM,0.0001807586239934377,,,,,,,,,,
100.24980926513672,100.24980926513672,99.1507331632202,99.66123574705263,2512676.0,100.24980926513672,MMM,0.005888332285574902,,,,,,,,,,
100.5381088256836,100.60417813371106,99.70329878666223,100.24982831146018,1856192.0,100.5381088256836,MMM,0.0028716843265439622,,,,,,,,,,
100.3519058227539,100.62818464460084,100.04560646323735,100.53809015038964,1971965.0,100.3519058227539,MMM,-0.0018537811008625582,,,,,,,,,,
100.97054290771484,101.06063743053834,99.17479027761732,100.1417390601641,2890254.0,100.97054290771484,MMM,0.006145753104390904,,,,,,,,,,
101.38497161865234,101.42099847300149,100.71831588730674,100.98257127469893,2195856.0,101.38497161865234,MMM,0.004096051361241212,,,,,,,,,,
101.57107543945312,101.64915731789151,100.94045795519841,101.0605839220267,2117279.0,101.57107543945312,MMM,0.0018339327717384756,,,,,,,,,,
101.4329605102539,101.89541268784559,101.27080138510355,101.48101090597267,2414844.0,101.4329605102539,MMM,-0.0013607113756479838,,,,,,,,,,
101.86538696289062,102.08760909528202,101.28281972339038,101.40894105889853,2140122.0,101.86538696289062,MMM,0.0042541133281575345,,,,,,,,,,
101.28883361816406,101.94948280466959,101.23478787626583,101.89542610236941,2327416.0,101.28883361816406,MMM,-0.0056760316472322745,,,,,,,,,,
